DATE,Average Wind Speed,PRCP,TMAX,TMIN,Fastest 2 minute wind speed,Fastest 5 second wind speed,Fog/Ice,Heavy/Freezing Fog,Thunder,Smoke/Haze,Power Outage
8/25/2014,4.25,0,86,63,16.1,21.9,,,,,
8/26/2014,4.92,0.48,90,65,29.1,40,,,,,1
8/27/2014,5.37,0,79,58,13,18.1,,,,,
8/28/2014,3.13,0,77,54,12.1,21,,,,,
8/29/2014,5.37,0,78,55,12.1,18.1,,,,,
8/30/2014,9.4,0.18,86,64,21.9,30,,,,,
8/31/2014,4.47,0.06,85,67,21,25.1,,,,,
9/1/2014,6.49,0.09,85,64,23,29.1,,,,,
9/2/2014,5.82,0,80,55,15,21.9,,,,,
9/3/2014,2.68,0,82,51,13,15,,,,,
9/4/2014,10.93,0.2,87,52,19.9,25.9,,,,,1
9/8/2014,,,76,54,14.1,19,,,,,
9/9/2014,3.13,0,78,50,14.1,23.9,,,,,
9/10/2014,8.95,0.71,75,60,23.9,32,,,,,
9/11/2014,10.96,0.01,69,52,23.9,31.1,,,,,
9/12/2014,4.92,0,61,52,13,16.1,,,,,
9/13/2014,7.61,0.01,60,37,17,23.9,,,,,
9/14/2014,2.46,0,63,34,13,28,,,,,
9/15/2014,2.46,0,61,36,8.9,11,,,,,
9/16/2014,4.47,0,67,42,12.1,19,,,,,
9/17/2014,2.24,0,68,31,14.1,23,,,,,
9/18/2014,5.37,0,69,39,14.1,16.1,,,,,
9/19/2014,2.68,0,68,34,12.1,34,,,,,
9/20/2014,8.5,0.07,79,41,23,31.1,,,,,
9/21/2014,14.32,0.33,68,48,25.1,36,,,,,
9/22/2014,6.93,0,63,40,16.1,21.9,,,,,
9/23/2014,1.79,0,72,36,10.1,87,,,,,
9/24/2014,3.8,0,74,40,13,16.1,,,,,
9/25/2014,2.24,0,76,43,10.1,14.1,,,,,
9/26/2014,2.01,0,77,40,8.9,12.1,,,,,
9/27/2014,3.13,0,78,43,12.1,15,,,,,
9/28/2014,1.57,0,79,47,8.1,10.1,,,,,
9/29/2014,2.24,0,79,46,12.1,14.1,,,,,
9/30/2014,8.72,0.06,66,50,17,21.9,,,,,
10/1/2014,3.8,0,70,44,13,17,,,,,
10/2/2014,4.92,0.33,72,44,13,16.1,,,,,
10/3/2014,12.97,0.26,69,49,25.9,33.1,,,,,
10/4/2014,12.97,0.05,49,41,23,29.1,,,,,
10/5/2014,10.07,0.01,54,41,21,27.1,,,,,
10/6/2014,6.26,0,62,38,18.1,25.1,,,,,
10/7/2014,5.59,0.01,61,33,14.1,34,,,,,
10/8/2014,11.18,0,62,35,31.1,42.9,,,,,
10/9/2014,5.82,0,61,35,17,19.9,,,,,
10/10/2014,4.7,0,59,34,12.1,14.1,,,,,
10/11/2014,2.91,0,59,28,14.1,18.1,,,,,
10/12/2014,5.82,0,60,27,18.1,21.9,,,,,
10/13/2014,6.49,0.32,71,52,14.1,19,,,,,
10/14/2014,8.05,0.36,71,59,23,34,,,,,
10/15/2014,4.7,0.02,63,52,12.1,19.9,,,,,
10/16/2014,5.82,0.02,65,49,15,19,,,,,
10/17/2014,12.53,0.08,64,49,23.9,32,,,,,
10/18/2014,11.18,0.01,49,39,21,30,,,,,
10/19/2014,5.59,0,53,25,13,16.1,,,,,
10/20/2014,7.83,0.23,58,44,16.1,21,,,,,
10/21/2014,12.3,0,49,44,21.9,28,,,,,
10/22/2014,7.38,0,58,38,14.1,21,,,,,
10/23/2014,2.01,0,60,26,10.1,13,,,,,
10/24/2014,3.13,0,60,27,13,19,,,,,
10/25/2014,11.18,0,69,35,25.9,36,,,,,
10/26/2014,7.16,0,62,29,17,23,,,,,
10/27/2014,6.71,0.01,76,26,18.1,25.1,,,,,
10/28/2014,11.41,0.24,68,45,23,36,,,,,
10/29/2014,8.5,0,51,38,21.9,28,,,,,
10/30/2014,4.25,0,50,28,8.9,12.1,,,,,
10/31/2014,12.97,0.12,45,34,29.1,38,,,,,
11/1/2014,12.75,0,41,21,25.9,36,,,,,
11/2/2014,3.8,0,49,14,12.1,14.1,,,,,
11/3/2014,8.5,0,62,31,21,29.1,,,,,
11/4/2014,12.08,0.09,55,40,23.9,34,,,,,
11/5/2014,7.38,0,58,35,19.9,23.9,,,,,
11/6/2014,6.71,0.09,48,38,25.1,34,,,,,
11/7/2014,8.5,0,45,31,21,25.1,,,,,
11/8/2014,9.62,0.04,45,36,19.9,27.1,,,,,
11/9/2014,7.61,0,43,26,19.9,23.9,,,,,
11/10/2014,6.49,0,59,33,21,28,,,,,
11/11/2014,12.75,0.02,62,36,23.9,31.1,,,,,
11/12/2014,12.3,0,36,27,23.9,34,,,,,
11/13/2014,8.72,0,36,19,21,27.1,,,,,
11/14/2014,8.05,0,35,19,15,18.1,,,,,
11/15/2014,6.49,0,34,19,16.1,21,,,,,
11/16/2014,6.49,0.05,34,26,14.1,17,,,,,
11/17/2014,12.08,0,30,13,25.1,32,,,,,
11/18/2014,17,0,21,10,31.1,38,,,,,
11/19/2014,12.08,0.01,29,12,23,30,,,,,
11/20/2014,13.2,0,26,12,29.1,36.9,,,,,
11/21/2014,6.26,0,27,-1,14.1,17,,,,,
11/22/2014,8.5,0.12,48,16,15,19,,,,,
11/23/2014,8.28,0.81,54,44,15,23,,,,,
11/24/2014,19.91,0.43,60,34,40.9,52.1,,,,,1
11/25/2014,14.99,0,34,29,30,38.9,,,,,
11/26/2014,3.58,0,33,28,10.1,14.1,,,,,
11/27/2014,8.95,0,35,21,16.1,21.9,,,,,
11/28/2014,6.26,0,28,9,13,17,,,,,
11/29/2014,10.29,0.02,50,28,19.9,27.1,,,,,
11/30/2014,12.53,0,60,40,18.1,25.1,,,,,
12/1/2014,10.74,0,40,18,17,23,,,,,
12/2/2014,7.16,0,34,17,15,19,,,,,
12/3/2014,12.3,0,40,19,23.9,33.1,,,,,
12/4/2014,4.25,0,33,18,8.9,11,,,,,
12/5/2014,3.36,0,38,29,8.9,10.1,,,,,
12/6/2014,9.84,0,41,26,19.9,25.9,,,,,
12/7/2014,7.61,0,36,23,12.1,15,,,,,
12/8/2014,7.61,0.08,41,31,17,23,,,,,
12/9/2014,9.62,0.01,40,34,19.9,27.1,,,,,
12/10/2014,12.3,0,34,24,19.9,25.1,,,,,
12/11/2014,11.18,0,40,21,21,28,,,,,
12/12/2014,9.17,0,37,28,17,21.9,,,,,
12/13/2014,10.74,0,45,33,19.9,27.1,,,,,
12/14/2014,8.05,0,55,44,21,28,,,,,
12/15/2014,6.93,0.12,51,41,13,15,,,,,
12/16/2014,9.62,0.23,46,38,25.9,36.9,,,,,
12/17/2014,16.33,0.01,38,27,23.9,32,,,,,
12/18/2014,8.95,0,32,28,16.1,21,,,,,
12/19/2014,4.25,0.02,30,26,8.9,12.1,,,,,
12/20/2014,1.12,0,30,22,6.9,8.1,,,,,
12/21/2014,3.8,0,34,19,8.9,12.1,,,,,
12/22/2014,7.16,0.01,39,22,14.1,17,,,,,
12/23/2014,4.92,0.05,52,37,14.1,18.1,,,,,
12/24/2014,9.4,0.81,47,36,25.9,34,,,,,
12/25/2014,12.3,0,39,32,23,31.1,,,,,
12/26/2014,6.93,0,46,29,16.1,19,,,,,
12/27/2014,10.51,0.05,47,31,23.9,32,,,,,
12/28/2014,7.83,0.01,37,21,15,21,,,,,
12/29/2014,4.7,0,33,12,14.1,17,,,,,
12/30/2014,9.62,0,25,13,19.9,25.1,,,,,
12/31/2014,13.65,0,23,7,25.9,34,,,,,
1/1/2015,16.33,0,31,16,28,33.1,,,,,
1/2/2015,5.82,0,36,20,16.1,21.9,,,,,
1/4/2015,,0.01,34,19,25.9,32,,,,,
1/5/2015,13.42,0,19,6,29.1,33.1,,,,,
1/6/2015,10.29,0.03,17,-1,23.9,32,,,,,
1/7/2015,11.86,0.01,12,-1,23,29.1,,,,,
1/8/2015,14.76,0,14,-3,21,29.1,,,,,
1/9/2015,14.99,0,18,0,25.9,35.1,,,,,
1/10/2015,10.74,0,15,-3,18.1,23.9,,,,,
1/11/2015,7.61,0.04,30,15,18.1,23,,,,,
1/12/2015,8.05,0.06,29,12,18.1,23.9,,,,,
1/13/2015,,0,15,-7,12.1,14.1,,,,,
1/14/2015,3.36,0,16,-8,10.1,12.1,,,,,
1/15/2015,8.05,0,29,-2,17,21.9,,,,,
1/16/2015,8.72,0,30,17,17,21,,,,,
1/17/2015,10.74,0,41,16,21,25.9,,,,,
1/18/2015,10.29,0.03,41,33,21,23.9,,,,,
1/19/2015,4.47,0,36,30,13,16.1,,,,,
1/20/2015,4.7,0.03,33,26,12.1,15,,,,,
1/21/2015,5.37,0.08,27,23,13,17,,,,,
1/22/2015,5.82,0,28,20,14.1,16.1,,,,,
1/23/2015,9.62,0,32,23,17,21.9,,,,,
1/24/2015,7.38,0,37,23,14.1,17,,,,,
1/25/2015,10.29,0,35,19,18.1,23.9,,,,,
1/26/2015,5.82,0,28,8,15,19,,,,,
1/27/2015,6.71,0,28,5,16.1,21.9,,,,,
1/28/2015,5.37,0,29,4,15,18.1,,,,,
1/29/2015,9.4,0.04,34,24,23,32,,,,,
1/30/2015,10.96,0,28,6,25.9,34,,,,,
1/31/2015,4.47,0,36,4,15,17,,,,,
2/1/2015,11.63,0.3,32,18,23,32,,,,,
2/2/2015,11.18,0.01,18,-3,23,31.1,,,,,
2/3/2015,6.71,0.03,24,-11,15,18.1,,,,,
2/4/2015,8.28,0.04,30,14,18.1,25.9,,,,,
2/5/2015,8.05,0,16,-18,15,19,,,,,
2/6/2015,11.63,0,29,6,21.9,28,,,,,
2/7/2015,4.47,0,38,18,12.1,15,,,,,
2/8/2015,6.49,0.02,42,24,17,21.9,,,,,
2/9/2015,10.07,0,25,14,17,21,,,,,
2/10/2015,6.04,0,27,11,12.1,15,,,,,
2/11/2015,9.17,0,33,17,19.9,23.9,,,,,
2/12/2015,12.08,0,27,1,23,30,,,,,
2/13/2015,9.17,0,22,-16,19.9,23.9,,,,,
2/14/2015,16.11,0.01,25,0,32,42.1,,,,,
2/15/2015,8.5,0,5,-15,18.1,25.9,,,,,
2/16/2015,3.13,0,8,-21,12.1,13,,,,,
2/17/2015,6.71,0,20,-13,15,18.1,,,,,
2/18/2015,11.18,0,16,-2,28,34,,,,,
2/19/2015,8.05,0,4,-15,19.9,27.1,,,,,
2/20/2015,8.28,0,13,-30,19.9,23.9,,,,,
2/21/2015,3.58,0,26,6,14.1,18.1,,,,,
2/22/2015,8.05,0,28,7,18.1,25.1,,,,,
2/23/2015,7.38,0,10,-12,15,19,,,,,
2/24/2015,13.65,0,21,-5,25.1,34,,,,,
2/25/2015,5.82,0,23,8,18.1,23,,,,,
2/26/2015,6.93,0,15,-7,13,16.1,,,,,
2/27/2015,4.7,0,18,-20,14.1,16.1,,,,,
2/28/2015,4.25,0,19,-16,14.1,17,,,,,
3/1/2015,4.7,0.01,24,13,14.1,17,,,,,
3/2/2015,8.95,0,30,15,16.1,21,,,,,
3/3/2015,11.41,0.2,36,21,29.1,35.1,,,,,
3/4/2015,12.75,0,34,15,23,31.1,,,,,
3/5/2015,7.38,0,18,-8,19.9,30,,,,,
3/6/2015,8.72,0,21,-14,19.9,25.1,,,,,
3/7/2015,8.95,0,43,14,16.1,19.9,,,,,
3/8/2015,7.61,0,41,20,16.1,19.9,,,,,
3/9/2015,4.92,0,45,17,13,17,,,,,
3/10/2015,3.8,0,45,22,12.1,14.1,,,,,
3/11/2015,6.49,0,53,25,14.1,18.1,,,,,
3/12/2015,5.82,0,44,22,16.1,19.9,,,,,
3/13/2015,4.92,0,51,27,10.1,13,,,,,
3/14/2015,11.18,0,49,37,25.1,35.1,,,,,
3/15/2015,7.83,0,54,31,17,25.1,,,,,
3/16/2015,7.61,0,64,34,13,19.9,,,,,
3/17/2015,14.54,0,54,22,28,36,,,,,
3/18/2015,9.4,0,49,19,21.9,30,,,,,
3/19/2015,6.26,0,40,25,14.1,17,,,,,
3/20/2015,5.82,0,51,31,16.1,21,,,,,
3/21/2015,10.74,0,52,29,21.9,27.1,,,,,
3/22/2015,6.04,0,38,20,16.1,19.9,,,,,
3/23/2015,6.93,0,31,18,15,19.9,,,,,
3/24/2015,6.71,0,43,16,12.1,16.1,,,,,
3/25/2015,11.18,0.22,52,27,25.1,33.1,,,,,
3/26/2015,9.17,0.01,45,33,17,23,,,,,
3/27/2015,11.18,0,33,16,19.9,23.9,,,,,
3/28/2015,6.26,0,37,14,15,21,,,,,
3/29/2015,12.53,0,44,12,30,38.9,,,,,
3/30/2015,14.76,0.03,57,35,32,45,,,,,
3/31/2015,6.93,0.17,49,29,17,21,,,,,
4/1/2015,4.25,0,66,24,15,19,,,,,
4/2/2015,9.17,0.21,60,32,23.9,30,,,,,
4/3/2015,8.28,0.04,57,33,21.9,31.1,,,,,
4/4/2015,10.74,0,54,24,30,36.9,,,,,
4/5/2015,7.83,0,65,29,23.9,31.1,,,,,
4/6/2015,5.14,0,61,28,13,17,,,,,
4/7/2015,9.84,0.1,52,38,17,23,,,,,
4/8/2015,6.93,0.02,47,37,15,21,,,,,
4/9/2015,7.16,0.96,66,39,21.9,29.1,,,,,
4/10/2015,19.01,0.11,66,40,35.1,47,,,,,
4/11/2015,7.61,0,62,29,19.9,27.1,,,,,
4/12/2015,5.82,0,66,28,16.1,21.9,,,,,
4/13/2015,10.29,0.02,69,36,25.9,35.1,,,,,
4/14/2015,3.36,0,65,33,12.1,14.1,,,,,
4/15/2015,7.61,0,64,30,17,25.1,,,,,
4/16/2015,6.49,0.01,61,44,15,21,1,,,,
4/17/2015,5.37,0,77,45,15,19,1,,,,
4/18/2015,7.61,0,77,40,18.1,25.1,,,,,
4/19/2015,11.86,0.34,63,44,21,31.1,,,,,
4/20/2015,15.88,0.22,64,44,33.1,44.1,,,,,
4/21/2015,17,0.03,53,36,36.9,48.1,,,,,
4/22/2015,13.42,0.02,41,33,23.9,31.1,,,,,
4/23/2015,11.41,0,41,24,23.9,32,,,,,
4/24/2015,4.92,0,60,19,16.1,27.1,,,,,
4/25/2015,7.83,0.05,52,39,16.1,21,,,,,
4/26/2015,9.17,0,59,32,18.1,27.1,,,,,
4/27/2015,8.5,0,52,28,18.1,23.9,,,,,
4/28/2015,3.13,0,65,26,13,17,,,,,
4/29/2015,4.03,0.18,66,30,18.1,21.9,,,,,
4/30/2015,7.38,0.24,58,45,16.1,21.9,,,,,
5/1/2015,7.16,0,74,45,18.1,23,,,,,
5/2/2015,4.25,0,75,41,16.1,19.9,,,,,
5/3/2015,7.61,0,79,40,19.9,25.1,,,,,
5/4/2015,7.83,0.09,77,58,19.9,25.1,,,,,
5/5/2015,7.38,0.89,63,50,15,19,,,,,
5/6/2015,4.47,0.7,72,51,8.9,17,,,,,
5/7/2015,4.25,0,83,47,12.1,16.1,,,,,
5/8/2015,6.71,0.08,86,51,19.9,32,,,,,
5/9/2015,6.26,0.03,80,54,18.1,25.1,,,,,
5/10/2015,6.04,0.24,79,59,17,23,,,,,
5/11/2015,7.16,0.1,76,61,18.1,27.1,,,,,
5/12/2015,14.09,0,64,49,25.1,32,,,,,
5/13/2015,7.38,0,56,37,17,21,,,,,
5/14/2015,5.82,0,62,33,12.1,17,,,,,
5/15/2015,5.14,0.11,75,50,17,23.9,,,,,
5/16/2015,3.58,0.08,76,58,12.1,15,,,,,
5/17/2015,6.71,0.05,82,65,16.1,23,,,,,
5/18/2015,8.95,0,82,61,23,27.1,,,,,
5/19/2015,11.18,0,61,42,18.1,23.9,,,,,
5/20/2015,4.92,0.02,60,39,15,23,,,,,
5/21/2015,7.38,0,64,44,18.1,25.1,,,,,
5/22/2015,8.72,0.01,67,44,17,23.9,,,,,
5/23/2015,3.8,0,76,32,14.1,19,,,,,
5/24/2015,5.59,0,77,44,15,19,,,,,
5/25/2015,12.08,0.07,83,63,29.1,38.9,,,,,
5/26/2015,7.61,0.18,83,61,18.1,29.1,,,,,
5/27/2015,10.51,0,79,61,23.9,31.1,,,,,
5/28/2015,3.8,0,76,47,13,17,,,,,
5/29/2015,6.04,0,83,55,15,19.9,,,,,
5/30/2015,9.62,1.41,80,52,23.9,30,,,,,
5/31/2015,12.53,1.23,53,48,21,27.1,,,,,
6/1/2015,6.71,0,65,42,14.1,18.1,,,,,
6/2/2015,4.7,0,71,39,13,18.1,,,,,
6/3/2015,4.92,0,74,40,13,17,,,,,
6/4/2015,3.58,0,79,51,12.1,19,,,,,
6/5/2015,7.61,0,81,53,19.9,23.9,,,,,
6/6/2015,7.61,0,74,52,15,21,,,,,
6/7/2015,7.16,0.26,80,42,25.1,34,,,,,
6/8/2015,10.29,0.15,80,60,28,38,,,,,
6/9/2015,8.28,0,77,56,16.1,19.9,,,,,
6/10/2015,11.41,0.04,88,57,28,36,,,,,
6/11/2015,5.82,0,74,62,10.1,15,,,,,
6/12/2015,6.71,0.52,80,61,18.1,25.9,,,,,
6/13/2015,4.92,0.24,71,58,8.9,17,,,,,
6/14/2015,3.8,0.95,81,63,13,19,,,,,
6/15/2015,5.14,0.33,83,68,17,23,,,,,
6/16/2015,8.95,0.04,81,62,18.1,23,,,,,
6/17/2015,5.37,0.03,74,58,15,21,,,,,
6/18/2015,5.59,0.21,81,65,16.1,21.9,,,,,
6/19/2015,6.04,0,74,56,14.1,17,,,,,
6/20/2015,5.14,0.01,75,54,12.1,14.1,,,,,
6/21/2015,7.61,0.01,82,59,16.1,19.9,,,,,
6/22/2015,7.61,0.03,83,56,23,33.1,,,,,
6/23/2015,9.84,0.65,79,59,42.9,55.9,,,,,
6/24/2015,3.13,0,79,50,8.9,13,,,,,
6/25/2015,2.24,0,70,54,10.1,13,,,,,
6/26/2015,6.04,0,76,53,15,21,,,,,
6/27/2015,16.11,0.47,64,56,25.9,40,,,,,1
6/28/2015,9.84,0.01,77,54,21.9,32,,,,,
6/29/2015,4.92,0,74,53,15,23.9,,,,,
6/30/2015,4.7,0.01,75,62,12.1,15,,,,,
7/1/2015,6.49,0,71,53,14.1,17,,,,,
7/2/2015,4.92,0,75,49,13,17,,,,,
7/3/2015,2.24,0,76,45,8.1,13,,,,,
7/4/2015,2.24,0,79,46,8.9,12.1,,,,,
7/5/2015,1.57,0,81,51,8.9,14.1,,,,,
7/6/2015,4.03,0,83,50,13,21.9,,,,,
7/7/2015,8.95,0.01,74,63,17,25.1,,,,,
7/8/2015,4.7,0,66,56,12.1,16.1,,,,,
7/9/2015,4.92,0.01,75,56,13,19,,,,,
7/10/2015,2.46,0,80,50,10.1,13,,,,,
7/11/2015,3.13,0,83,51,10.1,14.1,,,,,
7/12/2015,4.25,0,80,58,12.1,16.1,,,,,
7/13/2015,6.71,0,81,54,16.1,21.9,,,,,
7/14/2015,12.53,0.28,81,65,23,29.1,,,,,
7/15/2015,7.61,0,78,52,18.1,28,,,,,
7/16/2015,4.25,0,76,47,14.1,18.1,,,,,
7/17/2015,7.83,0.42,88,65,16.1,19.9,,,,,
7/18/2015,6.49,0.1,89,65,23,33.1,,,,,
7/19/2015,9.17,0,91,63,19.9,36.9,,,,,
7/20/2015,6.26,0,85,54,15,19.9,,,,,
7/21/2015,9.84,0,80,64,16.1,23.9,,,,,
7/22/2015,6.49,0,79,51,15,21,,,,,
7/23/2015,4.92,0,84,52,12.1,36.9,,,,,
7/24/2015,5.14,0,87,61,13,29.1,,,,,
7/25/2015,5.82,0,87,58,21,23,,,,,
7/26/2015,4.03,0,86,64,15,55.9,,,,,
7/27/2015,3.13,0,88,57,10.1,14.1,,,,,
7/28/2015,3.36,0,89,57,10.1,15,,,,,
7/29/2015,5.82,0.64,89,60,31.1,38.9,,,,,
7/30/2015,9.4,0,86,59,21,28,,,,,
7/31/2015,10.51,0,86,60,21.9,32,,,,,
8/1/2015,8.72,0,84,56,18.1,25.1,,,,,
8/2/2015,10.51,0.82,90,54,28,38.9,,,,,1
8/3/2015,10.96,0.2,82,54,21.9,31.1,,,,,1
8/4/2015,6.71,0,81,50,17,45,,,,,
8/5/2015,4.7,0,80,50,25.9,31.1,,,,,
8/6/2015,4.7,0,77,54,13,18.1,,,,,
8/7/2015,3.8,0,79,50,13,16.1,,,,,
8/8/2015,4.25,0,76,58,10.1,13,,,,,
8/9/2015,4.92,0.23,78,67,12.1,21,,,,,
8/10/2015,3.13,0.6,76,62,21,25.9,,,,,
8/11/2015,9.17,0,80,61,18.1,42.1,,,,,
8/12/2015,7.38,0,76,54,15,19.9,,,,,
8/13/2015,8.5,0.01,84,54,18.1,23.9,,,,,
8/14/2015,8.5,0.03,85,64,16.1,21.9,,,,,
8/15/2015,3.8,0,83,60,13,45,,,,,
8/16/2015,5.14,0,86,58,13,17,,,,,
8/17/2015,4.7,0,87,63,15,19.9,,,,,
8/18/2015,4.92,0,83,63,14.1,18.1,,,,,
8/19/2015,8.05,0.55,86,69,25.9,35.1,,,,,
8/20/2015,11.41,0.24,73,57,23.9,31.1,,,,,
8/21/2015,3.8,0,78,49,25.1,40,,,,,
8/22/2015,2.91,0,79,50,13,16.1,,,,,
8/23/2015,5.82,0.18,80,50,19.9,29.1,,,,,
8/24/2015,9.4,0,74,48,21.9,29.1,,,,,
8/25/2015,8.28,0,66,53,16.1,25.1,,,,,
8/26/2015,5.82,0,66,51,14.1,16.1,,,,,
8/27/2015,3.58,0,69,45,13,19,,,,,
8/28/2015,2.91,0,76,42,10.1,21.9,,,,,
8/29/2015,2.01,0,76,58,13,32,,,,,
8/30/2015,2.68,0.03,83,63,12.1,15,,,,,
8/31/2015,4.03,0,84,58,14.1,27.1,,,,,
9/1/2015,3.58,0,89,57,13,16.1,,,,,
9/2/2015,5.59,0.01,91,63,18.1,23,,,,,
9/3/2015,5.59,0.58,88,65,15,21,,,,,1
9/4/2015,2.68,0,84,64,10.1,13,,,,,
9/5/2015,4.47,0.06,80,63,19.9,25.1,,,,,
9/6/2015,2.46,0,88,60,8.9,12.1,,,,,
9/7/2015,4.92,0,91,60,17,23,,,,,
9/8/2015,6.04,0,88,66,21.9,29.1,,,,,
9/9/2015,7.38,0.02,79,52,13,17,,,,,
9/10/2015,2.01,0,79,45,13,21,,,,,
9/11/2015,7.83,0.12,66,52,14.1,19,,,,,
9/12/2015,8.95,0,60,40,18.1,23.9,,,,,
9/13/2015,7.38,0,68,38,18.1,25.9,,,,,
9/14/2015,5.59,0,78,38,17,21.9,,,,,
9/15/2015,4.47,0,82,52,14.1,19,,,,,
9/16/2015,3.8,0,83,44,14.1,32,,,,,
9/17/2015,4.25,0,84,46,17,23,,,,,
9/18/2015,5.37,0.57,79,55,18.1,28,,,,,
9/19/2015,10.51,0.19,72,51,23.9,31.1,,,,,
9/20/2015,2.91,0,71,39,10.1,13,,,,,
9/21/2015,4.7,0,73,42,14.1,19,,,,,
9/22/2015,0.89,0,77,40,8.1,11,,,,,
9/23/2015,2.46,0,78,42,10.1,14.1,,,,,
9/24/2015,4.7,0,79,47,13,16.1,,,,,
9/25/2015,6.71,0,80,54,16.1,21.9,,,,,
9/26/2015,8.28,0,77,60,17,21.9,,,,,
9/27/2015,5.82,0,77,52,12.1,30,,,,,
9/28/2015,3.8,0,80,59,12.1,17,,,,,
9/29/2015,7.83,0.25,75,55,21,28,,,,,
9/30/2015,12.08,0,66,49,21,28,,,,,
10/1/2015,12.3,0,61,46,21.9,29.1,,,,,
10/2/2015,14.32,0,59,46,23.9,31.1,,,,,
10/3/2015,13.87,0.07,50,46,23,31.1,,,,,
10/4/2015,6.93,0.01,59,47,13,16.1,,,,,
10/5/2015,4.47,0,72,50,8.9,12.1,,,,,
10/6/2015,3.58,0,70,49,10.1,13,,,,,
10/7/2015,5.14,0,75,44,17,23.9,,,,,
10/8/2015,4.47,0,75,41,14.1,21,,,,,
10/9/2015,8.28,0.01,65,37,18.1,23.9,,,,,
10/10/2015,3.8,0,66,32,13,17,,,,,
10/11/2015,9.62,0,76,39,21,28,,,,,
10/12/2015,10.51,0,77,49,21,25.9,,,,,
10/13/2015,11.86,0,60,49,23,29.1,,,,,
10/14/2015,5.82,0,58,30,14.1,21,,,,,
10/15/2015,10.29,0.03,65,29,33.1,44.1,,,,,
10/16/2015,9.4,0,56,30,19.9,29.1,,,,,
10/17/2015,7.83,0,49,22,21,25.1,,,,,
10/18/2015,3.8,0,52,22,16.1,21.9,,,,,
10/19/2015,12.75,0,69,23,25.1,34,,,,,
10/20/2015,9.17,0,76,53,17,23.9,,,,,
10/21/2015,7.83,0.01,74,50,18.1,25.1,,,,,
10/22/2015,6.49,0,67,34,14.1,17,,,,,
10/23/2015,7.61,0,60,42,15,18.1,,,,,
10/24/2015,9.62,0.42,70,51,30,36.9,,,,,
10/25/2015,6.93,0,62,37,19.9,25.1,,,,,
10/26/2015,4.03,0,60,30,10.1,13,,,,,
10/27/2015,9.84,0.06,58,37,18.1,25.9,,,,,
10/28/2015,14.09,1.11,62,47,28,35.1,,,,,
10/29/2015,15.21,0,47,37,31.1,36.9,,,,,
10/30/2015,4.47,0,51,34,8.9,14.1,,,,,
10/31/2015,6.26,0.11,51,34,16.1,19.9,,,,,
11/1/2015,11.18,0,65,33,25.9,34,,,,,
11/2/2015,4.03,0,72,30,15,21.9,,,,,
11/3/2015,1.34,0,76,34,8.9,12.1,,,,,
11/4/2015,3.13,0,76,38,16.1,19,,,,,
11/5/2015,6.26,0.01,73,45,17,25.1,,,,,
11/6/2015,14.09,0.2,65,48,36.9,46.1,,,,,
11/7/2015,10.29,0,55,31,25.1,35.1,,,,,
11/8/2015,2.91,0,52,22,14.1,17,,,,,
11/9/2015,2.24,0,56,22,8.9,12.1,,,,,
11/10/2015,4.92,0.37,48,36,10.1,14.1,,,,,
11/11/2015,5.82,0,56,26,16.1,21.9,,,,,
11/12/2015,18.79,0.18,54,44,32,44.1,,,,,
11/13/2015,17.67,0.04,45,37,31.1,42.1,,,,,
11/14/2015,8.28,0,51,27,16.1,21,,,,,
11/15/2015,7.83,0,67,30,19.9,23.9,,,,,
11/16/2015,4.25,0,62,26,12.1,15,,,,,
11/17/2015,8.05,0,61,40,16.1,19.9,,,,,
11/18/2015,13.65,0.16,64,56,25.1,36,,,,,
11/19/2015,16.11,0,60,36,29.1,38.9,,,,,
11/20/2015,10.51,0,46,29,25.1,32,,,,,
11/21/2015,9.17,0.09,38,29,18.1,23.9,,,,,1
11/22/2015,8.05,0,32,11,17,21.9,,,,,
11/23/2015,6.71,0.01,32,14,15,19,,,,,
11/24/2015,2.46,0,40,12,10.1,11,,,,,
11/25/2015,4.92,0,54,23,13,18.1,,,,,
11/26/2015,11.86,0.13,60,43,18.1,25.9,,,,,
11/27/2015,11.41,0.44,59,34,19.9,28,,,,,
11/28/2015,7.61,0.04,38,26,13,17,,,,,
11/29/2015,2.91,0,40,15,8.9,11,,,,,
11/30/2015,7.61,0,47,27,14.1,18.1,1,,,,
12/1/2015,6.71,0.03,49,27,15,19.9,1,,,,
12/2/2015,4.25,0.06,41,21,14.1,17,,1,,,
12/3/2015,10.74,0,45,33,18.1,21.9,1,,,,
12/4/2015,8.5,0,47,24,19.9,23.9,,1,,,
12/5/2015,4.7,0,33,23,8.1,11,,1,,,
12/6/2015,3.36,0,34,27,8.1,10.1,,1,,,
12/7/2015,3.13,0,48,24,8.9,10.1,,1,,1,
12/8/2015,6.71,0,45,33,14.1,17,,,,,
12/9/2015,5.82,0,50,26,16.1,23,,,,,
12/10/2015,10.29,0,54,26,21.9,29.1,,,,,
12/11/2015,8.28,0,56,39,23,28,,,,,
12/12/2015,2.68,0,63,47,8.1,12.1,,,,,
12/13/2015,6.71,0,62,54,14.1,18.1,,,,,
12/14/2015,11.18,0.22,60,45,33.1,40.9,,,,,
12/15/2015,8.95,0,47,40,19.9,23.9,,,,,
12/16/2015,8.05,0.04,51,40,16.1,23,,,,,
12/17/2015,10.29,0,50,32,23,28,,,,,
